id,name,number_of_seasons,number_of_episodes,original_language,vote_count,vote_average,overview,adult,backdrop_path,first_air_date,last_air_date,homepage,in_production,original_name,popularity,poster_path,type,status,tagline,genres,created_by,languages,networks,origin_country,spoken_languages,production_companies,production_countries,episode_run_time
32726,Bob's Burgers,14,269,en,807,7.9,"Bob's Burgers follows a third-generation restaurateur, Bob, as he runs Bob's Burgers with the help of his wife and their three kids. Bob and his quirky family have big ideas about burgers, but fall short on service and sophistication. Despite the greasy counters, lousy location and a dearth of customers, Bob and his family are determined to make Bob's Burgers ""grand re-re-re-opening"" a success.",False,/lq1ULYphBfO5Bt2OHsO0nDZl9mq.jpg,2011-01-09,2023-10-01,https://www.fox.com/bobs-burgers/,True,Bob's Burgers,894.596,/couFnWryh9JRmmfDyPU6hUyTKIa.jpg,Scripted,Returning Series,,"Comedy, Animation","Jim Dauterive, Loren Bouchard",en,FOX,US,English,"20th Century Fox Television, Bento Box Entertainment, Wilo Productions, Buck & Millie Productions, 20th Television Animation",United States of America,23
99071,Redo of Healer,1,12,ja,806,8.468,"In a world of monsters, adventurers and magic, some of the most gifted healers are subjugated to brute force. Keyaru gains the ability to rewind time and turns the tables on those who’ve exploited him in this dark fantasy tale of vengeance and fury.",False,/xsctRrDmbbw1mYgHU3h81zyM1sW.jpg,2021-01-13,2021-03-31,http://kaiyari.com/,False,回復術士のやり直し,62.323,/rGwsoZaB5oYJMSR9tU7vTsGtAEJ.jpg,Scripted,Ended,,"Animation, Action & Adventure, Sci-Fi & Fantasy, Drama, Crime",,ja,AT-X,JP,日本語,TNK,Japan,24
537,Hey Arnold!,5,186,en,801,8.041,"The daily life of Arnold--a fourth-grader with a wild imagination, street smarts and a head shaped like a football.",False,/6neiLkVRYIVbbRTLhlSLtt8o5di.jpg,1996-10-07,2004-06-08,,False,Hey Arnold!,191.341,/c1Yv042okfvMdT1Ulwlat9Tj70B.jpg,Scripted,Ended,Adventure is never more than a bus stop away.,"Family, Animation, Comedy",Craig Bartlett,en,Nickelodeon,US,English,"Snee-Oosh Productions, Nicktoons Productions, Nubian Nights Worldwide, Games Animation, Nickelodeon Productions",,12
127235,Invasion,2,20,en,800,7.29,Earth is visited by an alien species that threatens humanity’s existence. Events unfold in real time through the eyes of five ordinary people across the globe as they struggle to make sense of the chaos unraveling around them.,False,/iMUp44Tr7QrGidu1ldHF0NuG0h2.jpg,2021-10-21,2023-09-26,https://tv.apple.com/show/umc.cmc.70b7z97fv7azfzn5baqnj88p6,True,Invasion,246.379,/wWFs3pl9gWHYvDElQVB4CB809m9.jpg,Scripted,Returning Series,Fight together or fall apart.,"Sci-Fi & Fantasy, Drama","Simon Kinberg, David Weil",en,Apple TV+,US,English,"Boat Rocker Studios, Genre Films",United States of America,0
80564,Banana Fish,1,24,ja,797,8.6,"Nature made Ash Lynx beautiful; nurture made him a cold ruthless killer. A runaway brought up as the adopted heir and sex toy of ""Papa"" Dino Golzine, Ash, now at the rebellious age of seventeen, forsakes the kingdom held out by the devil who raised him. But the hideous secret that drove Ash's older brother mad in Iraq has suddenly fallen into Papa's insatiably ambitious hands—and it's exactly the wrong time for Eiji Okamura, a pure-hearted young photographer from Japan, to make Ash Lynx's acquaintance.",False,/fFA3I1ArhfTZptG1NDkhrFIjrDz.jpg,2018-07-06,2018-12-21,https://bananafish.tv/,False,バナナフィッシュ,22.832,/d2TW5Rtd0uCasHlQygsDfWCROl2.jpg,Scripted,Ended,,"Action & Adventure, Drama, Mystery, Animation, Crime",,ja,Fuji TV,JP,日本語,"MAPPA, dugout",Japan,23
71663,Black Lightning,4,58,en,797,7.091,"Jefferson Pierce is a man wrestling with a secret. As the father of two daughters and principal of a charter high school that also serves as a safe haven for young people in a New Orleans neighborhood overrun by gang violence, he is a hero to his community.",False,/lTQOBwJ67IKCE4x9nk8fOOhEWWy.jpg,2018-01-16,2021-05-24,http://cwtv.com/shows/black-lightning,False,Black Lightning,31.776,/h1xbvvO6oqchfLe6xh0yLNnQxeM.jpg,Scripted,Ended,High voltage action,"Action & Adventure, Sci-Fi & Fantasy, Drama",Salim Akil,en,The CW,US,English,"Warner Bros. Television, Akil Productions, Berlanti Productions",United States of America,45
86374,War of the Worlds,3,24,en,796,7.339,"When astronomers detect a transmission from another galaxy, it is definitive proof of intelligent extra-terrestrial life. The world’s population waits for further contact with bated breath. They do not have to wait long. Within days, mankind is all but wiped out by a devastating attack; pockets of humanity are left in an eerily deserted world. As aliens hunt and kill those left alive, the survivors ask a burning question – who are these attackers and why are they hell-bent on our destruction?",False,/fFuSKaUfafbNikHSXzDjwes70GB.jpg,2019-10-28,2022-09-26,https://www.canalplus.com/series/la-guerre-des-mondes/h/12584919_50001,False,War of the Worlds,60.95,/yThmbQkxSzW4HHdAaoj8RYHFH3i.jpg,Scripted,Ended,Doomed to survive.,"Sci-Fi & Fantasy, Drama",Howard Overman,"en, fr",Canal+,FR,"English, Français","AGC Television, De Wereldvrede, Urban Myth Films, StudioCanal, Fox International Channels","Belgium, France, United Kingdom",47
65820,Van Helsing,5,65,en,796,7.076,"Vanessa Helsing, the daughter of famous vampire hunter and Dracula nemesis Abraham Van Helsing is resurrected five years in the future to find out that vampires have taken over the world and that she possesses unique power over them. She is humanity’s last hope to lead an offensive to take back what has been lost.",False,/5VltHQJXdmbSD6gEJw3R8R1Kbmc.jpg,2016-09-23,2021-06-25,http://www.syfy.com/vanhelsing,False,Van Helsing,62.464,/r8ODGmfNbZQlNhiJl2xQENE2jsk.jpg,Scripted,Ended,,"Mystery, Sci-Fi & Fantasy, Action & Adventure",Neil LaBute,en,Syfy,US,English,"Nomadic Pictures, Echo Lake Entertainment",United States of America,42
108978,Reacher,1,8,en,795,8.034,Jack Reacher was arrested for murder and now the police need his help. Based on the books by Lee Child.,False,/wrhLyiY7ksW0fQCqNpa52qiOAH8.jpg,2022-02-03,2022-02-03,https://www.amazon.com/dp/B09ML1ZF3D,True,Reacher,113.485,/bQnnKBe3VsvXKMoNCaYmRzs1Dup.jpg,Scripted,Returning Series,,"Action & Adventure, Crime, Drama",Nick Santora,en,Prime Video,US,English,"Amazon Studios, Skydance Television, Paramount Television Studios",United States of America,50
1855,Star Trek: Voyager,7,171,en,792,7.87,"Pulled to the far side of the galaxy, where the Federation is 75 years away at maximum warp speed, a Starfleet ship must cooperate with Maquis rebels to find a way home.",False,/7YFranrnnIcCrgsLYQsoq8aE3Ir.jpg,1995-01-16,2001-05-23,https://www.startrek.com/shows/star-trek-voyager,False,Star Trek: Voyager,801.532,/gNS5tRSG3UlXodCxznKKOKweqxh.jpg,Scripted,Ended,Charting the new frontier,"Sci-Fi & Fantasy, Drama, Action & Adventure","Gene Roddenberry, Michael Piller, Rick Berman, Jeri Taylor",en,UPN,US,English,Paramount Television Studios,United States of America,45
96160,My Holo Love,1,12,ko,791,8.546,Unexpected love finds a lonely woman when she forms a connection with a humanlike hologram who looks exactly like his prickly creator.,False,/zV8ALiKyiAKdtN1X8H6GDtM2xBb.jpg,2020-02-07,2020-02-07,https://www.netflix.com/title/81008021,False,나 홀로 그대,17.437,/nLbKNyUKq6WMMoPuL712m43MVhc.jpg,Scripted,Ended,,"Sci-Fi & Fantasy, Drama","Ryu Yong-jae, Lee Sang-yeop",ko,Netflix,KR,한국어/조선말,Studio Dragon,South Korea,57
95601,Merlí. Sapere Aude,2,16,ca,790,8.3,"In this drama set at a university, a wayward philosophy student navigate life on campus while seeking guidance from an intriguing new professor.",False,/mp5p1qbTcelINZOZ39myVSxoZPl.jpg,2019-12-05,2021-05-07,http://merlisapereaude.movistarplus.es,False,Merlí. Sapere Aude,16.632,/kMHA8Ya0dLjif2gnhdWEZ0TprIP.jpg,Scripted,Ended,,"Comedy, Drama",Héctor Lozano,"es, ca","TV3, #0",ES,"Español, Català",,Spain,50
1996,The Flintstones,6,166,en,789,7.363,"The misadventures of two modern-day Stone Age families, the Flintstones and the Rubbles.",False,/jqweieg5sg0HLlVjugP9fWDiIJq.jpg,1960-09-30,1966-04-01,http://www.webrockonline.com/,False,The Flintstones,64.834,/30P6ifagQ3fguTsI33KMmDLTAx6.jpg,Scripted,Ended,Yabba Dabba Doo!,"Family, Animation, Comedy, Kids","Joseph Barbera, William Hanna",en,ABC,US,English,"Hanna-Barbera Productions, Screen Gems Television",United States of America,25
95403,The Peripheral,1,8,en,789,7.918,"Stuck in a small Appalachian town, a young woman’s only escape from the daily grind is playing advanced video games. She is such a good player that a company sends her a new video game system to test…but it has a surprise in store. It unlocks all of her dreams of finding a purpose, romance, and glamour in what seems like a game…but it also puts her and her family in real danger.",False,/hIZFG7MK4leU4axRFKJWqrjhmxZ.jpg,2022-10-20,2022-12-01,https://www.amazon.com/dp/B0B8TGMJQB,False,The Peripheral,66.535,/2e5NNQu9B1fXBNllRj8fzysCguP.jpg,Scripted,Canceled,,"Sci-Fi & Fantasy, Drama",Scott B. Smith,en,Prime Video,US,English,"Kilter Films, Amazon Studios, Warner Bros. Television",United States of America,0
62741,Kamisama Kiss,2,25,ja,788,8.633,"Nanami was just a normal high school girl down on her luck until a stranger’s lips marked her as the new Land God and turned her world upside down. Now, she’s figuring out the duties of a deity with the help of Tomoe, a reformed fox demon who reluctantly becomes her familiar in a contract sealed with a kiss. The new responsibilities—and boys—are a lot to handle, like the crow demon masquerading as a gorgeous pop idol and the adorable snake spirit who’s chosen the newly minted god to be his bride. As the headstrong Tomoe tries to whip her into shape, Nanami finds that love just might have cute, pointed fox ears. With romance in the air, will the human deity be able to prove herself worthy of her new title?",False,/xdTwlG8MYAOkFuAGUqt8LgmgTNZ.jpg,2012-10-02,2015-03-30,http://www.tv-tokyo.co.jp/anime/kamisama/,False,神様はじめました,23.697,/5E7GL8KxpFemEFl3Lv8Fu4RuSwa.jpg,Scripted,Ended,,"Animation, Comedy, Sci-Fi & Fantasy",,ja,"TV Tokyo, AT-X, TV Aichi, TV Osaka, TVh, KBS Kyoto, TVQ, TSC, Kids Station",JP,日本語,"TMS Entertainment, V1 studio",Japan,24
93846,The King: Eternal Monarch,1,16,ko,786,8.424,Korean emperor Lee Gon tries to close the doors to a parallel world which was opened by demons; a detective tries to protect the people and the one she loves.,False,/b5MQqMNvnikh6qBdg9fszavXaVa.jpg,2020-04-17,2020-06-12,https://programs.sbs.co.kr/drama/theking/,False,더 킹 : 영원의 군주,39.493,/7SLlbkzOJb8v9wXVYIcqozx2hxe.jpg,Scripted,Ended,,"Sci-Fi & Fantasy, Drama",,"zh, en, ja, ko",SBS,KR,"普通话, English, 日本語, 한국어/조선말","Hwa&Dam Pictures, Studio Dragon",South Korea,72
83639,Girl from Nowhere,2,21,th,785,8.526,"A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn.",False,/zcYqSMR4PcD4zFnVuXIGgt2Qi5.jpg,2018-10-27,2021-05-07,http://www.netflix.com/title/80241947,False,เด็กใหม่,42.191,/9hDXqzN5l4lBmEtb8IstXr91k8z.jpg,Scripted,Ended,It's the victim's turn to teach you a lesson.,"Drama, Mystery, Crime",SOUR Bangkok,th,"Netflix, GMM 25",TH,ภาษาไทย,"GMM BRAVO, GMM Grammy, Jungka Bangkok, SOUR Bangkok",Thailand,0
433,Terminator: The Sarah Connor Chronicles,2,31,en,783,7.558,"The series picks up four years after the events of Terminator 2: Judgment Day with John and Sarah Connor trying to stay under-the-radar from the government, as they plot to destroy the computer network, Skynet, in hopes of preventing Armageddon.",False,/AqZMuwCcMFbKIZigk7OryaUdsXo.jpg,2008-01-13,2009-04-10,,False,Terminator: The Sarah Connor Chronicles,79.306,/vkMRWrVrNeX42ruRV5Q15mlBACG.jpg,Scripted,Canceled,,"Sci-Fi & Fantasy, Drama, Action & Adventure",Josh Friedman,en,FOX,US,English,"The Halcyon Company, Warner Bros. Television",United States of America,44
42573,Slam Dunk,1,101,ja,781,8.643,"Sakuragi Hanamichi is a junior high punk used to getting into fights and being rejected by girls but upon entering high school he meets the girl of his dreams, Haruko Akagi. He will do anything in order to win her heart including joining the school basketball team that is aiming to conquer the nation lead by Haruko's brother. The problem is that Sakuragi has never played basketball before and a freshman sensation is stealing the spotlight and Haruko's affection from him.",False,/y8DX7y9vvUcc0uKYd7USO9QkTg6.jpg,1993-10-16,1996-03-23,,False,スラムダンク,48.78,/65Xo6gKpREqXpzliLx9PYqSQ4O.jpg,Scripted,Ended,,"Animation, Comedy","Nobutaka Nishizawa, Takehiko Inoue",ja,tv asahi,JP,日本語,Toei Animation,Japan,23
78722,A Family of Ten,10,148,es,781,8.047,,False,/dJq1oDllBlDyeYSTNNqSb4GQGDy.jpg,2007-03-22,2023-10-01,,True,Una familia de diez,41.605,/q3QOiemypop4JQgTsZIJgfYEXjS.jpg,Scripted,Returning Series,,Comedy,"Jorge Ortiz de Pinedo, Pedro Ortiz de Pinedo",es,Las Estrellas,MX,Español,Televisa,Mexico,30
6357,The Twilight Zone,5,156,en,780,8.472,"A series of unrelated stories containing drama, psychological thriller, fantasy, science fiction, suspense, and/or horror, often concluding with a macabre or unexpected twist.",False,/1BLB9Fg0mZeArORKteomNxROb7F.jpg,1959-10-02,1964-06-19,http://www.cbs.com/shows/the_twilight_zone/,False,The Twilight Zone,344.834,/7uY4pCOxbEdv4M8jTE4uMPVoSIW.jpg,Scripted,Ended,You are about to enter another dimension.,"Sci-Fi & Fantasy, Mystery, Drama",Rod Serling,en,CBS,US,English,"CBS Productions, Cayuga Productions",United States of America,30
36250,xxxHOLiC,2,37,ja,780,7.231,"Kimihiro Watanuki is a high school student plagued by ayakashi spirits, both of which are invisible to everyone else but him. The series begins when Watanuki stumbles, seemingly by chance, into a shop that grants wishes. The shop is owned by Yūko Ichihara, a mysterious witch of many names and esoteric renown. For a price, she offers to grant Watanuki's wish to be rid of the spirits. The price, according to Yūko, must be of equal value; so, as payment, he must become Yūko's temporary, part-time cook and housekeeper.",False,/AuBcWVK8xrer0GPDnIAzgrkUY8d.jpg,2006-04-06,2008-06-26,http://www.tbs.co.jp/holic/,False,XXX ホリック,24.889,/5yY74hwLcG5rQSe6cEUW3HjO3J9.jpg,Scripted,Ended,,"Animation, Sci-Fi & Fantasy",,ja,TBS,JP,日本語,Production I.G,Japan,25
46533,The Americans,6,75,en,778,7.9,"Set during the Cold War period in the 1980s, The Americans is the story of Elizabeth and Philip Jennings, two Soviet KGB officers posing as an American married couple in the suburbs of Washington D.C. and their neighbor, Stan Beeman, an FBI Counterintelligence agent.",False,/tLwEXm2nG64Tce00d59rPNI8ePh.jpg,2013-01-30,2018-05-30,http://www.fxnetworks.com/shows/the-americans,False,The Americans,38.702,/lD4gTLrI81Crs6CDwwjQrnkJrUm.jpg,Scripted,Ended,All's fair in love and cold war.,"Crime, Drama",Joseph Weisberg,"ru, en",FX,US,"Pусский, English",DreamWorks Television,United States of America,48
61418,Jane the Virgin,5,100,en,777,8.0,"A comedy-drama following a chaste young woman who is accidentally impregnated via artificial insemination as she struggles to inform her devoutly religious family and make the right choices concerning the child. Based on the telenovela ""Juana la virgen.""",False,/netPctcZmTb1yW0xhxMgY1zVj3q.jpg,2014-10-13,2019-07-31,http://www.cwtv.com/shows/jane-the-virgin,False,Jane the Virgin,324.456,/DRRHgvsNEfBloMgIP8bBw4zi4E.jpg,Scripted,Ended,What's a virgin mother to do?,"Comedy, Drama",Jennie Snyder Urman,"en, es",The CW,US,"English, Español","Warner Bros. Television, Electus, Poppy Productions, RCTV, CBS Studios",United States of America,40
100,I Am Not an Animal,1,6,en,776,8.64,"I Am Not An Animal is an animated comedy series about the only six talking animals in the world, whose cosseted existence in a vivisection unit is turned upside down when they are liberated by animal rights activists.",False,/cJKGfZHkMFtbVA4m2kwmdGk8uHp.jpg,2004-05-10,2004-10-19,https://www.bbc.co.uk/programmes/p011fgk5,False,I Am Not an Animal,10.052,/qG59J1Q7rpBc1dvku4azbzcqo8h.jpg,Scripted,Ended,,"Animation, Comedy",,,BBC Two,GB,,Baby Cow Animation,,30
117376,Vincenzo,1,20,ko,775,8.585,"During a visit to his motherland, a Korean-Italian mafia lawyer gives an unrivaled conglomerate a taste of its own medicinewith a side of justice.",False,/sf7NCqyVUNoyjYuwW5oJke1T1lH.jpg,2021-02-20,2021-05-02,http://program.tving.com/tvn/tvnvincenzo,False,빈센조,44.475,/dvXJgEDQXhL9Ouot2WkBHpQiHGd.jpg,Scripted,Ended,Only evil can punish evil.,"Action & Adventure, Comedy, Drama",,"it, ko",tvN,KR,"Italiano, 한국어/조선말","Studio Dragon, Logos Film",South Korea,81
2391,Tales from the Crypt,7,93,en,775,7.961,"Cadaverous scream legend the Crypt Keeper is your macabre host for these forays of fright and fun based on the classic E.C. Comics tales from back in the day. So shamble up to the bar and pick your poison. Will it be an insane Santa on a personal slay ride? Honeymooners out to fulfill the ""til death do we part"" vow ASAP?",False,/ixy6joO4PCBjG4TtirTH6zUjg7G.jpg,1989-06-10,1996-07-19,,False,Tales from the Crypt,35.609,/sEQmw4B2eaPWGMlpvbRuzEn2QP4.jpg,Scripted,Ended,Dead-On Humor and Horror.,"Comedy, Mystery, Crime, Sci-Fi & Fantasy",Steven Dodd,en,HBO,US,English,"Tales From The Crypt Holdings, EC Comics, HBO",United States of America,25
